173.90151233,0.13683279
103.45241986,0.39619385
121.75367289,0.29385461
128.97173036,0.60278400
238.69504078,0.89208805
149.16590195,0.20447044
137.73123242,0.23887133
118.54419212,0.30665125
101.79720981,0.43471917
149.04689147,0.20481511
112.80225228,0.33236010
105.80493510,0.49624488
230.82444742,0.87360345
111.69709582,0.33791189
134.56525603,0.62144155
110.93209631,0.52849032
204.12484401,0.80962110
196.82117307,0.79167860
221.88687726,0.85242626
156.13691054,0.18466651
125.51272174,0.59057786
136.46474504,0.24287265
165.39506278,0.15934165
240.68784732,0.89674619
104.52254473,0.38501918
188.75637903,0.77157959
131.22929270,0.61045713
128.94885341,0.26769910
234.70773582,0.88274155
147.01799832,0.21072909
113.74180540,0.54257849
116.94496221,0.31338750
109.58257043,0.34935345
107.09546548,0.36479868
145.00728041,0.21666475
182.83818792,0.75660734
140.95017242,0.22889395
106.12371866,0.49867470
107.09157780,0.36482516
132.45242448,0.25587381
144.87363580,0.21706205
143.54772697,0.64938079
240.23793834,0.89569528
113.74604121,0.32780566
116.01191029,0.55295355
152.02977343,0.19624604
174.72333708,0.13469036
141.80681610,0.22628157
101.93467119,0.44641143
103.01538109,0.40177235
169.59787792,0.14814110
128.13083711,0.59986997
105.06648948,0.49023732
101.83421597,0.42937290
102.53716362,0.46122788
113.63850533,0.54208756
219.96993004,0.84785549
117.37921502,0.31153122
182.70217805,0.11414346
146.69612581,0.65873013
178.64742004,0.74587422
132.25425967,0.61387426
109.74998636,0.52200325
186.49825034,0.76589084
104.98272763,0.38088747
133.73791912,0.25165091
182.82613374,0.11382762
235.49081018,0.88457997
179.79275527,0.74881915
228.72013359,0.86863621
184.25848890,0.11018484
114.02435937,0.32649201
124.95415977,0.28185578
187.42082714,0.10218576
105.18421164,0.37916895
102.10054860,0.45185191
135.72717949,0.24522431
107.19212075,0.50626125
114.07766563,0.32624184
225.76351056,0.86163791
103.96340568,0.47988190
118.21130391,0.30803145
109.96158846,0.34720986
181.54233309,0.11710349
114.09828878,0.32614518
118.61778913,0.30634758
224.37792949,0.85835026
153.50523694,0.67834579
185.44994519,0.76324004
117.35423938,0.55876684
151.19534147,0.19862885
118.44720795,0.56335202
112.26379208,0.53537079
104.60483872,0.48614717
123.85873470,0.58451562
111.40038324,0.53095673
102.05294074,0.45048903
150.97459646,0.67114321
108.76787533,0.35412587
107.97542886,0.35901695
